id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
29832768,Avail July - Beautiful Greenwich Village room!,26310763,Amz,Manhattan,Greenwich Village,40.73328,-73.99431,Private room,150,7,0,,,1,2
17735639,Adorable Bright Private Bedroom.,4204783,Kevin,Staten Island,West Brighton,40.63149,-74.12393,Private room,49,2,32,2019-06-29,1.14,3,315
31566109,B in Brooklyn!,154390742,Brittney,Brooklyn,Bedford-Stuyvesant,40.69382,-73.95862,Entire home/apt,120,2,8,2019-06-02,1.41,1,0
6249050,300 Square Foot Private Room - in MANHATTAN!!,18418581,Pooja,Manhattan,Washington Heights,40.85228,-73.93498000000001,Private room,67,1,297,2019-07-03,5.92,3,271
35508864,Architect Designed Industrial Oasis in Greenpoint,3830566,Tom,Brooklyn,Greenpoint,40.72105,-73.93933,Entire home/apt,200,1,2,2019-06-13,2.0,1,316
22051488,"法拉盛高档,奢华大套房(带按摩浴缸和淋浴的独立卫生间)",135530716,Angela,Queens,Flushing,40.76355,-73.79460999999999,Private room,120,2,1,2017-12-26,0.05,4,6
33382288,Spacious green#3,208136645,Andre,Brooklyn,East Flatbush,40.65587,-73.94187,Private room,45,3,0,,,4,332
20000421,Huge room at an affordable price,64018594,Daphne,Manhattan,Harlem,40.80895,-73.95266,Private room,45,3,3,2017-08-16,0.13,2,0
14706784,Friendly and well-located place to get away,26538766,Tristan,Brooklyn,Park Slope,40.6681,-73.97726,Shared room,78,1,46,2018-02-03,1.38,2,0
5789606,Cozy BedRoom in a great location.,30037999,Loyda,Manhattan,Morningside Heights,40.80593,-73.9583,Private room,70,2,200,2019-06-29,3.92,1,202
21201088,Luxury designer duplex in Bed Stuy,761943,Chris,Brooklyn,Bedford-Stuyvesant,40.68019,-73.91102,Entire home/apt,225,3,12,2019-07-02,0.61,1,72
29962965,Dyckman Delight - Upscale Apartment Uptown,3230788,Nicholas,Manhattan,Inwood,40.86268,-73.9238,Entire home/apt,200,2,22,2019-06-30,2.83,1,283
22360657,Cozy 1 Bedroom in the Heart of Greenwich Village,48858084,Bryant,Manhattan,Greenwich Village,40.73008,-74.00123,Entire home/apt,225,7,0,,,1,0
27546831,Van Cortlandt Multi-Unit Building,207661442,Marcia,Bronx,Kingsbridge,40.88445,-73.89663,Private room,50,1,1,2019-02-15,0.21,1,61
1330753,"Garden, Private Deck, Williamsburg apartment",2014720,Amy,Brooklyn,Williamsburg,40.71276,-73.95022,Entire home/apt,95,25,11,2017-07-31,0.15,1,168
6831518,Awesome Location with Best Commute,35788303,Kimihiro,Manhattan,Chelsea,40.74733,-73.99023000000001,Private room,99,1,17,2019-01-01,0.39,1,0
19914250,Close to all NYC! Perfect place and cozy room,48972208,Yuri,Manhattan,Hell's Kitchen,40.75996,-73.99798,Private room,89,1,0,,,1,0
34253845,Bedroom w full kitchen & living room - no stairs!,258243498,Ben,Brooklyn,Williamsburg,40.70992,-73.94698000000001,Private room,100,1,4,2019-06-02,2.03,3,365
13222140,"Private appartment,minutes from NY citi. Fantastic loc ation, walking distance to manhattan ferry.",15523,Vadim,Staten Island,Tompkinsville,40.63342,-74.08249,Private room,72,2,25,2018-09-03,0.66,2,237
19766791,Beautiful Private Room,38815234,Viviana,Manhattan,Harlem,40.82747,-73.94224,Private room,45,3,42,2019-06-03,1.78,2,252
25137152,Bright 1 Bedroom in the East Village,189982777,Cloe,Manhattan,East Village,40.72266,-73.98148,Entire home/apt,140,4,49,2019-07-03,3.58,1,51
10784650,"East Village 3 Beds, 2 bedrooms. Sleeps 5  MAX",48320077,Michael,Manhattan,East Village,40.7276,-73.98635,Entire home/apt,219,1,101,2019-07-01,2.46,2,341
14464084,Swimming Pool/Gym/ Doorman 2 bed 2 bath W&D 5192,16098958,Jeremy & Laura,Manhattan,Upper West Side,40.794,-73.96734000000001,Entire home/apt,310,30,1,2017-03-26,0.04,96,294
13618148,"Room close to Prospect Park, minutes to NYC!",5110884,Giusy,Brooklyn,Flatbush,40.65226,-73.95732,Private room,70,2,0,,,1,0
2088389,Entire Sun Drenched Apartment in Clinton Hill,234918,Mariya,Brooklyn,Clinton Hill,40.68476,-73.96672,Entire home/apt,100,30,17,2017-08-30,0.25,1,0
12274916,Gorgeous 1 BR on Upper East Side,4285208,Brian,Manhattan,Upper East Side,40.77346,-73.9559,Entire home/apt,250,7,8,2018-09-20,0.22,1,294
16053606,Huge Bedroom in the Upper West near Central Park,4372057,Rafael,Manhattan,Upper West Side,40.77815,-73.97574,Private room,88,7,3,2017-05-31,0.1,1,0
16352982,"Great Room &Host, steps from #1 train",60163700,Dee,Manhattan,Harlem,40.82378,-73.95354,Private room,50,60,13,2018-08-15,0.67,4,0
13633468,Chill in Alphabet City,27379154,Elizabeth,Manhattan,East Village,40.72248,-73.98316,Private room,85,3,4,2016-11-28,0.11,1,0
10257476,Private Room in Artsy Home - Heart of Manhattan,5903619,Kimberly,Manhattan,Hell's Kitchen,40.76464,-73.99403000000001,Private room,125,1,45,2019-06-29,1.13,1,322
36060344,"BEAUTIFUL ONE BEDROOM, PRIVATE BACKYARD. Manhattan",269609725,Cristina,Manhattan,Lower East Side,40.71276,-73.98488,Entire home/apt,200,2,0,,,1,361
1225110,"Lovely, Private Home in Greenpoint",2888900,Alex,Brooklyn,Greenpoint,40.72992,-73.95628,Entire home/apt,350,7,4,2015-07-01,0.06,2,0
12186043,Clean and Cozy Crown Heights Studio,264111,Albert,Brooklyn,Crown Heights,40.66714,-73.95819,Entire home/apt,110,2,6,2018-06-24,0.15,1,0
31313870,Modern bedroom with view in a high rise building,22100836,Hana,Manhattan,Gramercy,40.73772,-73.98758000000001,Private room,65,1,11,2019-05-27,1.79,3,0
34250079,Williamsburg historic apt. summer sublet!,5317044,Jasper,Brooklyn,Williamsburg,40.7153,-73.95333000000001,Entire home/apt,109,45,0,,,1,62
31085028,Village/soho  |  2Br + Skylights,4399103,James,Manhattan,Greenwich Village,40.72785,-73.99933,Entire home/apt,310,31,18,2019-06-28,2.87,2,7
8473623,"Large, sunny Williamsburg room",5803786,Bailey,Brooklyn,Williamsburg,40.70727,-73.94025,Private room,75,2,1,2015-09-28,0.02,1,0
13340543,"Bright, Spacious Studio in Upper East Side",75561563,Mindy,Manhattan,Upper East Side,40.76284,-73.96038,Entire home/apt,150,1,25,2018-06-26,0.67,1,0
35795510,Cozy 2/1 apartment in Heart of Brooklyn,81957771,Gabs,Brooklyn,Bushwick,40.70318,-73.92636,Entire home/apt,120,3,0,,,1,177
7456166,Large 1 Bdrm for 5; close to Roberta's / Morgan L,36849759,Peter,Brooklyn,Bushwick,40.70222,-73.93294,Entire home/apt,147,3,109,2019-07-01,2.5,2,191
3393798,Greenwich Village cozy 1-2BD with outdoor space,8597778,Nadine,Manhattan,West Village,40.73817,-74.00274,Entire home/apt,249,3,6,2016-08-11,0.1,1,0
10614204,Bright Clean North Central Park,13620283,Brenn,Manhattan,Harlem,40.8027,-73.94629,Entire home/apt,135,3,16,2019-01-01,0.39,1,0
30014004,Modern Brooklyn Condo,394891,Ray,Brooklyn,Crown Heights,40.67826,-73.96379,Entire home/apt,200,4,2,2019-01-03,0.25,1,8
25497712,NEW Perfect private room near Two Bridges IV,39528519,Max,Manhattan,Lower East Side,40.71252,-73.98765,Private room,94,15,0,,,28,185
35702864,LOVELY separate apartment in Bedstuy brownstone,6712411,John,Brooklyn,Bedford-Stuyvesant,40.68273,-73.9193,Entire home/apt,118,2,3,2019-07-01,3.0,1,101
3594408,Bedr w Priv Bathr+Balc 15m frm city,6150064,Sonya,Queens,Astoria,40.76972,-73.9206,Private room,85,2,2,2015-08-25,0.04,1,0
19474652,Views on the hudson,136638556,Felicia,Manhattan,Harlem,40.82716,-73.93953,Private room,85,1,29,2018-12-31,1.22,1,359
1123960,Private Rm for 1 in Historic Harlem,6165258,Gita,Manhattan,Harlem,40.80815,-73.94325,Private room,70,28,16,2018-01-01,0.22,3,365
21239885,Spacious Oasis - Heart of Harlem - Great Location!,45688062,Chiarra,Manhattan,Harlem,40.81083,-73.95188,Private room,125,4,0,,,1,0
8523910,Tompkins Square/East Village Apt.,44882587,Rachel,Manhattan,East Village,40.72613,-73.98062,Entire home/apt,250,1,1,2015-11-29,0.02,1,0
17026435,"Artist room in the heart of Bushwick, Brooklyn NY",114209467,Prashant,Brooklyn,Bushwick,40.69482,-73.91165,Private room,30,1,1,2017-02-09,0.03,1,0
13077370,Modern Private Studio -20 min to Manhattan,69427329,Michelle & Eddie,Queens,Elmhurst,40.73874,-73.87595,Entire home/apt,89,1,146,2019-06-25,3.85,6,252
1785187,Classic Cool Comfortable LES,8222814,Rock,Manhattan,Lower East Side,40.72131,-73.98527,Private room,100,3,210,2019-07-05,3.01,1,256
36025515,Private Spacious Artist’s Bedroom In Manhattan,271029539,Dominique,Manhattan,Harlem,40.82165,-73.95423000000001,Private room,48,1,1,2019-07-06,1.0,4,128
29037276,Affordable 5-P Room n Private bath,216772639,Ling,Brooklyn,Borough Park,40.63376,-74.00541,Private room,45,1,3,2019-05-26,0.42,7,357
18404432,2 bedroom apartment & private backyard,104170260,Lauren,Queens,Astoria,40.76736,-73.91685,Entire home/apt,99,4,1,2017-07-09,0.04,1,0
25739275,Real Brownstone Brooklyn Living On Subway Line,18139709,Cal,Brooklyn,East Flatbush,40.65239,-73.94824,Entire home/apt,190,3,1,2018-06-24,0.08,1,0
34929016,Private Living Room in the Heart of Chelsea,25408903,Jaclyn,Manhattan,Chelsea,40.74125,-73.99925999999999,Private room,89,1,5,2019-06-29,5.0,1,296
8984085,Bedroom with private bathroom & rooftop in duplex,4428757,Benjamin,Brooklyn,Crown Heights,40.6758,-73.93185,Private room,50,6,24,2018-05-13,0.54,1,0
15631921,"East Village Flat-Clean,Comfy,Close",43227390,Rose,Manhattan,East Village,40.72216,-73.97806,Private room,110,3,7,2017-07-31,0.22,1,0
20388056,studio in gramercy park,46736568,Mitch,Manhattan,Gramercy,40.73594,-73.97946999999999,Entire home/apt,170,3,12,2019-01-01,0.53,1,1
33271110,Cozy Room in BK Brownstone w/ Breakfast,2517810,Amber,Brooklyn,Bedford-Stuyvesant,40.686890000000005,-73.93344,Private room,45,2,7,2019-06-28,2.41,1,82
13673242,Luxurious  1 or two bed rm  private  apartment,79505257,Darryle,Staten Island,Howland Hook,40.63245,-74.17065,Entire home/apt,100,3,21,2019-05-12,0.57,1,88
5737759,Sunny Studio Loft in Greenpoint,7503643,Vida,Brooklyn,Greenpoint,40.7254,-73.94051,Entire home/apt,129,30,1,2018-11-07,0.12,52,311
2305170,Eclectic Studio in Cozy Bay Ridge,11774081,Diana,Brooklyn,Bay Ridge,40.62455,-74.02756,Entire home/apt,86,2,0,,,1,0
35842999,Clean Quiet 1BR in lovely doorman FiDi building,5339419,Catherine,Manhattan,Financial District,40.71133,-74.00676,Entire home/apt,220,4,0,,,1,6
29255501,Private Brooklyn Basement Apartment,59627203,Majd,Brooklyn,Windsor Terrace,40.65116,-73.97881,Entire home/apt,125,5,2,2019-05-26,0.27,1,0
7140625,Cosy apartment West Harlem close to Central Park,37396328,Cécile,Manhattan,Harlem,40.80712,-73.95323,Private room,51,7,0,,,1,4
9178165,Great Space..  Central Park Area!,527811,D. Christopher,Manhattan,Harlem,40.79724,-73.94968,Private room,80,1,200,2019-06-23,4.51,1,58
13413420,simple room,15380275,Sierra64,Brooklyn,Bedford-Stuyvesant,40.68825,-73.93433,Private room,38,7,0,,,1,0
32347796,"Crisp Heart of Chelsea Studio, w/ Roofdeck + Gym, by Blueground",107434423,Blueground,Manhattan,Chelsea,40.74112,-73.99483000000001,Entire home/apt,285,30,0,,,232,283
9308016,Spacious Greenpoint Duplex w/Yard,1516920,Jonathan,Brooklyn,Greenpoint,40.73077,-73.95851,Entire home/apt,115,1,1,2015-12-27,0.02,2,0
25873511,Cozy & Beautiful Room in Astoria for all seasons,160248396,Mars,Queens,Ditmars Steinway,40.77816,-73.91001999999999,Private room,70,2,41,2019-05-27,3.18,1,15
18875994,Luxurious and Convenient 1 bedroom on the UWS,25822424,Kevin,Manhattan,Upper West Side,40.79166,-73.97319,Entire home/apt,170,3,0,,,1,0
8474806,"Huge 1 BR Apt close to A,B,C,D &1 trains",44630169,Stephen,Manhattan,Harlem,40.82725,-73.9453,Entire home/apt,68,2,9,2017-06-12,0.29,1,0
13417410,Zions Destiny Home away from Home !,76453466,Devon,Brooklyn,East Flatbush,40.66167,-73.92854,Entire home/apt,45,1,112,2019-06-10,2.99,1,244
3499174,"One of a Kind, Penthouse Apartment ",6145540,Eddie,Manhattan,Nolita,40.7208,-73.99436,Entire home/apt,350,4,8,2017-05-06,0.13,1,196
23118522,"Unique 1 bedroom apt. in Gowanus, Brooklyn",8959179,Kevin,Brooklyn,Gowanus,40.6786,-73.98705,Entire home/apt,104,4,10,2018-12-29,0.73,1,98
26717498,studio apartment,51278311,Sven,Brooklyn,Gowanus,40.66873,-73.99263,Entire home/apt,55,9,0,,,1,0
35686816,Clinton Hill Dupex,50506922,Asli,Brooklyn,Clinton Hill,40.68927,-73.96542,Entire home/apt,125,3,0,,,1,31
12472230,Cozy Cat Cave in Bushwick,51520084,Samantha,Brooklyn,Bedford-Stuyvesant,40.69687,-73.93542,Private room,60,1,0,,,1,0
17189799,Spacious Studio - Midtown East,4316106,George,Manhattan,Midtown,40.7544,-73.96721,Entire home/apt,200,2,43,2019-04-10,1.48,1,0
2141975,Charming and Large UES ROOM for travellers,1580799,Jenn,Manhattan,Upper East Side,40.77459,-73.95149,Private room,85,5,44,2019-06-28,0.77,1,299
5373703,Sunny Fort Greene Suite,10887881,Erin,Brooklyn,Clinton Hill,40.68943,-73.96635,Private room,85,1,28,2016-03-27,0.53,1,0
26805133,Cozy room in best New York neighborhood Chelsea,40404374,Reda,Manhattan,Chelsea,40.74137,-73.9994,Private room,92,3,8,2019-06-09,0.69,1,125
12205049,2Story4Bedroom 2Full Bath New York Palace,65625445,Tony,Queens,Rosedale,40.67112,-73.73529,Entire home/apt,350,40,15,2017-07-05,0.39,1,365
35842545,Cozy perfection in the middle of everything,2880794,Brandy,Brooklyn,Park Slope,40.67757,-73.98037,Entire home/apt,115,3,1,2019-07-02,1.0,1,29
20153406,1 bedroom by Empire State Building/Penn Station,56784103,Lisa,Manhattan,Kips Bay,40.74482,-73.97827,Private room,69,15,25,2019-05-18,1.1,1,29
4772987,Queen size bedroom. 15 min to NYC,24597265,Freda,Queens,Ditmars Steinway,40.77183,-73.90973000000001,Private room,50,6,17,2019-06-02,0.34,8,365
20692888,Large Bedroom in Williamsburg 10 mins to Manhattan,3879852,Zaki,Brooklyn,Williamsburg,40.712790000000005,-73.94662,Private room,65,3,1,2017-09-20,0.05,1,0
33404876,New York City!! Times Square Home!!!,251564307,Lucy,Manhattan,Hell's Kitchen,40.76325,-73.98592,Entire home/apt,285,3,3,2019-06-11,1.8,1,215
34306797,Bright & Beautiful Park Slope One-Bedroom,258251034,Julie,Brooklyn,South Slope,40.66678,-73.98822,Entire home/apt,175,2,2,2019-05-27,1.15,1,14
22291938,"Modern, Private Williamsburg Bedroom",83170219,Hannah,Brooklyn,Williamsburg,40.7052,-73.94397,Private room,60,2,1,2018-02-13,0.06,1,0
4384442,Bedroom in Crown Heights,7010789,Adriana,Brooklyn,Crown Heights,40.67054,-73.95668,Private room,45,2,1,2016-06-29,0.03,1,0
34941506,Place to be( 3bedroom apartment),263266237,Amoyiem,Bronx,Allerton,40.8688,-73.84725999999999,Private room,120,2,0,,,4,84
23027784,Stylish Upper East Side Brownstone Studio,56283770,Lia,Manhattan,Upper East Side,40.76327,-73.96766,Entire home/apt,145,30,1,2019-06-17,1.0,6,122
29897123,Entire Cozy Apt in Brooklyn - 20 mins to Manhattan,218959287,George,Brooklyn,Crown Heights,40.67355,-73.94566999999999,Entire home/apt,100,2,0,,,1,0
20772782,Bushwick Palace,69034515,Alexandra,Brooklyn,Bushwick,40.70353,-73.9288,Private room,80,4,0,,,1,0
36356804,Bright quiet and Comfortable,222559543,Carmen,Brooklyn,East New York,40.6618,-73.87908,Private room,48,2,0,,,2,329
21160958,Huge private bedroom one block from the train!,2385790,G,Brooklyn,Bedford-Stuyvesant,40.69592,-73.93793000000001,Private room,80,1,5,2017-11-17,0.24,2,0
29002824,Cozy Private Room in East Village,20328673,Matt,Manhattan,East Village,40.73199,-73.98857,Private room,90,3,1,2019-01-07,0.16,1,5
16155648,Unique Retreat in the Heart of Bushwick!,21877498,Andy,Brooklyn,Bushwick,40.70272,-73.93005,Entire home/apt,140,3,0,,,2,0
13205892,"Gigantic Apartment, Fun Roommates, Best Location!",1837583,Ben,Manhattan,Two Bridges,40.71141,-73.99408000000001,Private room,100,3,0,,,1,0
24065408,Private Room in Spacious Apartment with Patio!,1583742,Travis,Brooklyn,Boerum Hill,40.68503,-73.98232,Private room,50,2,31,2019-07-07,2.04,1,0
3946471,Bedford Avenue,7739416,Ade,Brooklyn,Flatbush,40.65101,-73.95517,Private room,95,3,0,,,1,365
29614352,Steps from Times Square and Subway!,9489892,Serim,Manhattan,Hell's Kitchen,40.76186,-73.98850999999999,Private room,99,1,15,2019-06-16,1.81,1,0
860827,carriage house apartment,4524130,Claire,Brooklyn,Clinton Hill,40.68707,-73.96571,Entire home/apt,170,1,315,2019-06-22,4.03,1,275
2615065,Beautiful & Tranquil Oasis in a Great Location,524730,Oz,Brooklyn,Williamsburg,40.7165,-73.94842,Entire home/apt,100,30,99,2019-01-09,1.57,2,151
26138591,Room with AC - Cozy Manhattan Apt. —Central Park,196088317,Andreas & Bella,Manhattan,Upper East Side,40.76473,-73.95623,Private room,80,2,45,2019-06-13,3.56,2,26
20983663,Brooklyn's Cozy Jewel II,117507630,Faith,Brooklyn,Crown Heights,40.67171,-73.93273,Entire home/apt,149,5,35,2019-06-17,1.81,2,12
15598367,Cozy Private Room 1-2people,82854298,Tamicka,Queens,Cambria Heights,40.69857,-73.74225,Private room,47,1,63,2017-10-22,1.95,2,0
34687140,Bensonhurst,261651359,Suraye,Brooklyn,Bensonhurst,40.60475,-73.99213,Private room,60,3,0,,,1,178
29243359,Shared Apt living-room w/pull out click open couch,220322871,Elisa,Manhattan,Upper East Side,40.77156,-73.95716,Shared room,75,1,1,2018-10-22,0.12,1,365
3283409,Beautiful Brooklyn Brownstone,16593547,Mary & Josh,Brooklyn,Bedford-Stuyvesant,40.68562,-73.92375,Entire home/apt,139,2,124,2019-06-25,2.09,1,231
36176125,2 Bedroom 10 Minutes from JFK on the 1st floor,52997121,Iwona,Queens,Jamaica,40.67606,-73.78288,Entire home/apt,250,1,0,,,4,90
21985279,"3-Bedroom House with Hot Tub Near JFK, LGA & NYC",151880786,Colin,Queens,Richmond Hill,40.70231,-73.82722,Entire home/apt,66,30,9,2018-09-16,0.47,1,173
7480066,"130/night, big and cozy, Brooklyn",4336763,Lary,Brooklyn,Gowanus,40.6798,-73.98231,Entire home/apt,130,1,4,2015-11-17,0.08,1,0
4291654,Private room in Bushwick Loft,22280299,Brad,Brooklyn,Williamsburg,40.70407,-73.93562,Private room,100,1,0,,,1,0
35863336,STUNNING SPACIOUS KING SIZE -BEDROOM NEAR COLUMBIA,2542371,Leonidas,Manhattan,Upper West Side,40.79829,-73.97266,Entire home/apt,174,30,0,,,1,1
22634088,Brooklyn Condominium With Balcony,155607686,Jenna,Brooklyn,Gravesend,40.58876,-73.97349,Private room,39,3,20,2019-06-15,1.29,1,324
17611001,Gorgeous bedroom 8mins-JFK&the mall,55125246,Yvonne,Queens,Jamaica,40.68787,-73.78843,Private room,80,1,129,2019-06-23,5.19,3,180
36353482,EAST VILLAGE Apt. (ABC City) w/awesome Roof Deck,44024684,Zack,Manhattan,East Village,40.72597,-73.97645,Private room,85,1,0,,,1,15
3258196,"Big sunny room, prime location!",169843,Goran,Brooklyn,Williamsburg,40.71601,-73.9587,Private room,89,3,73,2019-01-07,1.19,1,359
4813259,Big & Bright near Park & Museum,4312196,Joshua,Brooklyn,Crown Heights,40.6794,-73.9616,Private room,90,4,1,2015-07-08,0.02,1,0
22265621,Spacious Private Room by the East River,62792050,Joanna,Manhattan,East Harlem,40.78714,-73.94114,Private room,65,2,6,2018-06-15,0.37,1,0
29854034,New York Luxury condo with Queens view,32423541,Wei,Queens,Long Island City,40.74635,-73.94035,Entire home/apt,120,2,2,2019-06-30,0.32,1,4
35804219,Cozy room available in Brooklyn for July,35616021,Begum,Brooklyn,Bedford-Stuyvesant,40.68477,-73.9509,Private room,40,2,1,2019-06-29,1.0,1,1
21857734,Williamsburg Private Room in 4 BR Apt off L train,20346657,Leah,Brooklyn,Williamsburg,40.70941,-73.93862,Private room,42,7,4,2019-03-25,0.22,1,53
35191909,HUGE Manhattan Apt. right next to Central Park,241258373,Margaret,Manhattan,Harlem,40.80346,-73.95702,Entire home/apt,198,2,2,2019-06-02,1.58,2,154
12211018,Buck room at Casa de la Luna,12798614,Jessica,Brooklyn,Bedford-Stuyvesant,40.6886,-73.94153,Private room,79,2,0,,,3,319
27222424,Townhouse private 1 1/2 bedroom garden apartment,195693063,Billy,Manhattan,Harlem,40.82244,-73.94994,Entire home/apt,195,2,42,2019-06-30,4.08,2,257
31285648,"1 bedroom in roommates apartment
In Williamsburg",3147732,Ofek,Brooklyn,Williamsburg,40.72011,-73.94487,Private room,45,1,2,2019-02-17,0.4,1,0
21607905,Lenox Suit Hotel Themed Studio,81908583,Kasey,Manhattan,Harlem,40.81865,-73.93684,Entire home/apt,80,1,89,2019-06-21,4.44,1,47
1971635,Adorable Apt on Prospect Park!,10180449,Isabel,Brooklyn,Windsor Terrace,40.65899,-73.97771,Entire home/apt,100,15,0,,,1,0
9944320,Nice Spacious Room for a Month,19878684,Lakshey,Queens,Ozone Park,40.68247,-73.84368,Shared room,25,10,0,,,1,0
33853158,2 bedroom on the Brighton Beach by  the ocean,73397630,Anastasia,Brooklyn,Brighton Beach,40.578590000000005,-73.95962,Entire home/apt,160,2,1,2019-04-29,0.42,1,102
2297029,large 2bdrm apt - midtown manhattan,10974421,Jj,Manhattan,Hell's Kitchen,40.76182,-73.99003,Entire home/apt,200,1,8,2016-09-25,0.16,1,0
21735642,Modern/Cozy Brooklyn Apartment,37084362,Amelia,Brooklyn,Williamsburg,40.71469,-73.94097,Private room,101,3,14,2019-06-24,0.76,1,0
20171179,"House of Rain
(Because I’m a pluviophile)",141141822,Tiffany,Manhattan,Harlem,40.81078,-73.94481999999999,Private room,63,3,50,2019-06-30,3.01,1,315
36221298,Bohemian studio in Midtown,5288346,Lauren,Manhattan,Upper East Side,40.7603,-73.96225,Entire home/apt,120,1,1,2019-07-01,1.0,1,1
13716080,"Cute, Vintage UWS Private Room/Bath",41067998,Andrea,Manhattan,Upper West Side,40.78817,-73.98068,Private room,175,2,0,,,1,0
10283574,Apt next to Astoria park,35518413,Suhel,Queens,Long Island City,40.76322,-73.93334,Entire home/apt,100,1,206,2019-07-04,5.25,2,304
36133,Classic Artist Loft Williamsburg,142684,White,Brooklyn,Williamsburg,40.71536,-73.96056999999999,Private room,125,3,155,2019-06-13,1.61,1,1
2309873,Amazing Location-Private Studio near Central Park!,11796166,Shaina,Manhattan,Upper East Side,40.77469,-73.96327,Entire home/apt,225,2,3,2017-07-30,0.09,1,88
17589815,"A small bedroom, Lower East Side",64610450,Emma,Manhattan,Chinatown,40.71569,-73.99076,Private room,63,3,10,2017-05-05,0.36,1,0
32042721,Sunny BR w/ Private LR 15 min to JFK free Parking,240239465,Okhela,Queens,St. Albans,40.70132,-73.75463,Entire home/apt,30,2,11,2019-05-25,2.32,2,230
18526162,Gone with the Wind,75360607,Fernando,Queens,Sunnyside,40.74215,-73.92633000000001,Entire home/apt,199,5,91,2019-06-21,3.48,2,57
33930406,Absolutely Beautiful!,20851517,Maggie,Manhattan,Hell's Kitchen,40.76597,-73.9893,Private room,98,6,2,2019-05-14,0.97,3,4
22829069,Sunny spacious apartment in NY available today!,22610399,Dmitry,Brooklyn,Midwood,40.62306,-73.96965,Entire home/apt,66,18,0,,,1,0
14936709,Entire 1bdr Manhattan NY,55547933,KaLisa & Christian,Manhattan,Inwood,40.8604,-73.92716,Entire home/apt,85,3,4,2018-07-13,0.18,1,0
8858228,Spacious yet cozy apt; heart of BK,2232742,Kate,Brooklyn,Cobble Hill,40.68954,-73.99383,Entire home/apt,200,5,7,2019-01-01,0.16,1,0
7742287,Spacious furnished room,40694772,Data05,Queens,Flushing,40.73331,-73.80811,Private room,55,2,0,,,1,0
27024042,Art Chalk wall room,203307016,Israel,Brooklyn,Bedford-Stuyvesant,40.68063,-73.91689000000001,Private room,65,1,44,2019-06-20,3.73,2,75
7743287,HUGE Private Loft Bedroom! (June),40699990,Liesl,Brooklyn,Crown Heights,40.67589,-73.9287,Private room,75,2,0,,,1,0
32747955,"Charming BDR - 15min Manhattan-4min stn trains N,W",203890641,Vinicius,Queens,Ditmars Steinway,40.77482,-73.90852,Private room,85,3,13,2019-06-24,3.71,2,208
10016343,Grand Madison Avenue Loft,50760546,CRNY Monthly Rentals,Manhattan,Midtown,40.75065,-73.98204,Entire home/apt,155,29,0,,,31,327
32571267,Great share 25 min to Manhattan,201015598,Anchor,Brooklyn,Bedford-Stuyvesant,40.6785,-73.91274,Shared room,35,1,2,2019-06-04,0.75,17,49
34475000,Quiet & Peaceful Duplex Garden Apartment,220847379,Lorraine,Brooklyn,Crown Heights,40.67898,-73.95725,Entire home/apt,150,3,3,2019-07-01,2.43,1,345
18229274,# 1 A Brooklyn New York Apt: close to metro subway,125914985,Myles,Brooklyn,East Flatbush,40.63381,-73.94395,Entire home/apt,185,6,60,2019-06-30,3.22,2,112
25356696,Spacious room w/ ensuite in heart of East Village,6101536,Josh,Manhattan,East Village,40.72852,-73.99009000000001,Private room,150,3,34,2019-06-28,2.91,1,3
12941306,Penthouse studio 25min to Manhattan,14035480,Joseph,Brooklyn,Crown Heights,40.67493,-73.96195,Entire home/apt,160,3,0,,,1,0
17759694,Private Williamsburg SunDrenched Large  Studio,17041154,Lindsay,Brooklyn,Williamsburg,40.70987,-73.94756,Entire home/apt,210,2,35,2019-06-23,1.56,1,170
9525335,"Single Bedroom in West Harlem, NYC",49347979,Matthew,Manhattan,Harlem,40.81376,-73.95321,Private room,55,1,2,2015-12-25,0.05,1,0
7261121,Private Room for a Female,38010132,Jennifer,Queens,Astoria,40.77268,-73.92503,Private room,36,1,0,,,1,0
16723682,"Cozy, sun-splashed room in two-floor apartment",100595030,Michael,Brooklyn,Williamsburg,40.71483,-73.94935,Private room,68,30,13,2019-06-30,0.47,2,64
2165107,Cozy Manhattan 1 BR,10533538,Sean,Manhattan,Upper East Side,40.7604,-73.96029,Entire home/apt,100,6,29,2019-05-30,0.47,1,128
15450848,A Life in Brooklyn,25010766,Joseph,Brooklyn,Bedford-Stuyvesant,40.68998,-73.93058,Entire home/apt,150,2,61,2017-09-02,1.83,1,0
34448753,Madinina 2,116874533,Bertin,Manhattan,Harlem,40.81454,-73.94424000000001,Private room,55,2,8,2019-07-02,4.44,2,330
17922242,Spacious and quiet East Village Private Studio,14135981,Elsa,Manhattan,East Village,40.72439,-73.97606999999999,Entire home/apt,130,5,2,2019-06-11,1.58,1,363
25231000,Spacious Studio in the Heart of West Village,29124230,Robert,Manhattan,West Village,40.73133,-74.00461,Entire home/apt,180,7,5,2018-08-31,0.39,1,34
22302452,High Ceilings & Great Light,1371055,Bonny,Brooklyn,Prospect Heights,40.67764,-73.96632,Private room,70,5,18,2019-06-03,0.98,1,8
326956,"Large Cozy Room #2, Landmark Home 1 Block to PRATT",51038,Erica,Brooklyn,Clinton Hill,40.68625,-73.96446,Private room,180,3,15,2019-04-22,0.18,6,266
